Age_Group,Skin_Type,Skin_Subtype,Sensitivity,Concern,Internal_Type,Ingredients_with_Concentration,Effects
14-18,Oily,Oily to Normal,No,Acne,Inflammatory,Green Tea Extract 3% + Benzoyl Peroxide 2.5% + Niacinamide 5%,"Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria, Reduces inflammation and regulates sebum"
14-18,Oily,Oily to Normal,No,Acne,Fungal,Green Tea Extract 3% + Azelaic Acid 10% + Salicylic Acid 2%,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Unclogs pores and removes excess oil"
14-18,Oily,Oily to Normal,No,Acne,Cystic,Niacinamide 5% + Benzoyl Peroxide 2.5% + Salicylic Acid 2%,"Reduces inflammation and regulates sebum, Kills acne-causing bacteria, Unclogs pores and removes excess oil"
14-18,Oily,Oily to Normal,No,Dark Circles,Pigmented,Caffeine 3% + Licorice Extract 2% + Hyaluronic Acid 1%,"Reduces puffiness and improves circulation, Lightens dark spots and evens skin tone, Hydrates and plumps the skin"
14-18,Oily,Oily to Normal,No,Dark Circles,Vascular,Hyaluronic Acid 1% + Niacinamide 5% + Vitamin C 10%,"Hydrates and plumps the skin, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
14-18,Oily,Oily to Normal,No,Dark Spots,General,Alpha Arbutin 2% + Niacinamide 5% + Licorice Extract 2%,"Reduces hyperpigmentation and dark spots, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
14-18,Oily,Oily to Normal,No,Dullness,General,Lactic Acid + Niacinamide 5% + Hyaluronic Acid 1%,"Gently exfoliates and improves skin radiance, Reduces inflammation and regulates sebum, Hydrates and plumps the skin"
14-18,Oily,Oily to Normal,No,Hyperpigmentation,General,Niacinamide 5% + Vitamin C 10% + Tranexamic Acid 2%,"Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation, Reduces melanin production and pigmentation"
14-18,Oily,Oily to Normal,No,Open Pores,General,Azelaic Acid 10% + Salicylic Acid 2% + Clay,"Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Absorbs excess oil and tightens pores"
14-18,Oily,Oily to Normal,No,Redness,General,Niacinamide 5% + Centella Asiatica + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Provides antioxidant and anti-inflammatory benefits"
14-18,Oily,Oily to Normal,No,Sun Tan,General,Aloe Vera + Vitamin C 10% + Alpha Arbutin 2%,"Soothes and hydrates irritated skin, Brightens skin and reduces pigmentation, Reduces hyperpigmentation and dark spots"
14-18,Oily,Oily to Normal,No,Whiteheads / Blackheads,General,Zinc PCA + Willow Bark Extract + Glycolic Acid,"Controls sebum production, Naturally exfoliates and clears pores, Exfoliates dead skin cells and smooths skin"
14-18,Oily,Oily to Normal,No,Wrinkles,General,Coenzyme Q10,"Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair, Stimulates collagen production and reduces wrinkles"
14-18,Oily,Extreme Oily,Yes,Acne,Comedonal,Salicylic Acid 2% + Zinc PCA + Niacinamide 5%,"Unclogs pores and removes excess oil, Controls sebum production, Reduces inflammation and regulates sebum"
14-18,Oily,Extreme Oily,Yes,Acne,Inflammatory,Green Tea Extract 3% + Benzoyl Peroxide 2.5% + Niacinamide 5%,"Provides antioxidant and anti-inflammatory benefits, Kills acne-causing bacteria, Reduces inflammation and regulates sebum"
14-18,Oily,Extreme Oily,Yes,Acne,Fungal,Benzoyl Peroxide 2.5% + Salicylic Acid 2% + Azelaic Acid 10%,"Kills acne-causing bacteria, Unclogs pores and removes excess oil, Reduces acne and improves skin texture"
14-18,Oily,Extreme Oily,Yes,Acne,Cystic,Niacinamide 5% + Salicylic Acid 2% + Zinc PCA,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Controls sebum production"
14-18,Oily,Extreme Oily,Yes,Dark Circles,Pigmented,Licorice Extract 2% + Caffeine 3% + Caffeine 3%,"Lightens dark spots and evens skin tone, Improves blood circulation under eyes, Reduces puffiness and improves circulation"
14-18,Oily,Extreme Oily,Yes,Dark Circles,Vascular,Hyaluronic Acid 1% + Caffeine 3% + Caffeine 3%,"Hydrates and plumps the skin, Reduces puffiness and improves circulation, Improves blood circulation under eyes"
14-18,Oily,Extreme Oily,Yes,Dark Spots,General,Vitamin C 10% + Licorice Extract 2% + Kojic Acid 1%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Lightens pigmentation and skin discoloration"
14-18,Oily,Extreme Oily,Yes,Dullness,General,Niacinamide 5% + Hyaluronic Acid 1% + Vitamin C 10%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
14-18,Oily,Extreme Oily,Yes,Hyperpigmentation,General,Licorice Extract 2% + Alpha Arbutin 2% + Tranexamic Acid 2%,"Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation"
14-18,Oily,Extreme Oily,Yes,Open Pores,General,Clay + Niacinamide 5% + Azelaic Acid 10%,"Absorbs excess oil and tightens pores, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
14-18,Oily,Extreme Oily,Yes,Redness,General,Chamomile Extract + Centella Asiatica + Aloe Vera,"Calms redness and irritation, Soothes irritation and repairs skin barrier, Soothes and hydrates irritated skin"
14-18,Oily,Extreme Oily,Yes,Sun Tan,General,Aloe Vera + Alpha Arbutin 2% + Licorice Extract 2%,"Soothes and hydrates irritated skin, Reduces hyperpigmentation and dark spots, Lightens dark spots and evens skin tone"
14-18,Oily,Extreme Oily,Yes,Whiteheads / Blackheads,General,Zinc PCA + Glycolic Acid + Niacinamide 5%,"Controls sebum production, Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum"
14-18,Oily,Extreme Oily,Yes,Wrinkles,General,Niacinamide 5% + Hyaluronic Acid 1%,"Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles, Hydrates and plumps the skin"
14-18,Oily,Extreme Oily,No,Acne,Comedonal,Green Tea Extract 3% + Niacinamide 5% + Salicylic Acid 2%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil"
14-18,Oily,Extreme Oily,No,Acne,Inflammatory,Zinc PCA + Salicylic Acid 2% + Green Tea Extract 3%,"Controls sebum production, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
14-18,Oily,Extreme Oily,No,Acne,Fungal,Benzoyl Peroxide 2.5% + Azelaic Acid 10% + Green Tea Extract 3%,"Kills acne-causing bacteria, Reduces acne and improves skin texture, Provides antioxidant and anti-inflammatory benefits"
14-18,Oily,Extreme Oily,No,Acne,Cystic,Benzoyl Peroxide 2.5% + Niacinamide 5% + Azelaic Acid 10%,"Kills acne-causing bacteria, Reduces inflammation and regulates sebum, Reduces acne and improves skin texture"
14-18,Oily,Extreme Oily,No,Dark Circles,Pigmented,Licorice Extract 2% + Hyaluronic Acid 1% + Vitamin C 10%,"Lightens dark spots and evens skin tone, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
14-18,Oily,Extreme Oily,No,Dark Circles,Vascular,Caffeine 3% + Niacinamide 5% + Vitamin C 10%,"Improves blood circulation under eyes, Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation"
14-18,Oily,Extreme Oily,No,Dark Spots,General,Niacinamide 5% + Kojic Acid 1% + Vitamin C 10%,"Reduces inflammation and regulates sebum, Lightens pigmentation and skin discoloration, Brightens skin and reduces pigmentation"
14-18,Oily,Extreme Oily,No,Dullness,General,Green Tea Extract 3% + Lactic Acid + Niacinamide 5%,"Provides antioxidant and anti-inflammatory benefits, Gently exfoliates and improves skin radiance, Reduces inflammation and regulates sebum"
14-18,Oily,Extreme Oily,No,Hyperpigmentation,General,Vitamin C 10% + Licorice Extract 2% + Tranexamic Acid 2%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Reduces melanin production and pigmentation"
14-18,Oily,Extreme Oily,No,Open Pores,General,Niacinamide 5% + Azelaic Acid 10% + Clay,"Reduces inflammation and regulates sebum, Reduces acne and improves skin texture, Absorbs excess oil and tightens pores"
14-18,Oily,Extreme Oily,No,Redness,General,Chamomile Extract + Green Tea Extract 3% + Aloe Vera,"Calms redness and irritation, Provides antioxidant and anti-inflammatory benefits, Soothes and hydrates irritated skin"
14-18,Oily,Extreme Oily,No,Sun Tan,General,Vitamin C 10% + Licorice Extract 2% + Aloe Vera,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Soothes and hydrates irritated skin"
14-18,Oily,Extreme Oily,No,Whiteheads / Blackheads,General,Salicylic Acid 2% + Glycolic Acid + Niacinamide 5%,"Unclogs pores and removes excess oil, Exfoliates dead skin cells and smooths skin, Reduces inflammation and regulates sebum"
14-18,Oily,Extreme Oily,No,Wrinkles,General,Coenzyme Q10,"Stimulates collagen production and reduces wrinkles, Improves skin elasticity and firmness, Provides antioxidant protection and supports skin repair"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Comedonal,Salicylic Acid 2% + Zinc PCA + Azelaic Acid 10%,"Unclogs pores and removes excess oil, Controls sebum production, Reduces acne and improves skin texture"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Inflammatory,Benzoyl Peroxide 2.5% + Green Tea Extract 3% + Salicylic Acid 2%,"Kills acne-causing bacteria, Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Fungal,Green Tea Extract 3% + Niacinamide 5% + Zinc PCA,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Controls sebum production"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Acne,Cystic,Niacinamide 5% + Salicylic Acid 2% + Green Tea Extract 3%,"Reduces inflammation and regulates sebum, Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Circles,Pigmented,Licorice Extract 2% + Hyaluronic Acid 1% + Vitamin C 10%,"Lightens dark spots and evens skin tone, Hydrates and plumps the skin, Brightens skin and reduces pigmentation"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Circles,Vascular,Caffeine 3% + Vitamin C 10% + Caffeine 3%,"Improves blood circulation under eyes, Brightens skin and reduces pigmentation, Reduces puffiness and improves circulation"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Dark Spots,General,Kojic Acid 1% + Niacinamide 5% + Licorice Extract 2%,"Lightens pigmentation and skin discoloration, Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Dullness,General,Vitamin C 10% + Green Tea Extract 3% + Niacinamide 5%,"Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Hyperpigmentation,General,Alpha Arbutin 2% + Tranexamic Acid 2% + Niacinamide 5%,"Reduces hyperpigmentation and dark spots, Reduces melanin production and pigmentation, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Open Pores,General,Green Tea Extract 3% + Azelaic Acid 10% + Clay,"Provides antioxidant and anti-inflammatory benefits, Reduces acne and improves skin texture, Absorbs excess oil and tightens pores"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Redness,General,Niacinamide 5% + Centella Asiatica + Chamomile Extract,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Calms redness and irritation"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Sun Tan,General,Niacinamide 5% + Alpha Arbutin 2% + Vitamin C 10%,"Reduces inflammation and regulates sebum, Reduces hyperpigmentation and dark spots, Brightens skin and reduces pigmentation"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Whiteheads / Blackheads,General,Niacinamide 5% + Zinc PCA + Willow Bark Extract,"Reduces inflammation and regulates sebum, Controls sebum production, Naturally exfoliates and clears pores"
14-18,Combination,T-Zone Oily Cheeks Dry,Yes,Wrinkles,General,Niacinamide 5% + Coenzyme Q10,"Reduces inflammation and regulates sebum, Stimulates collagen production and reduces wrinkles, Provides antioxidant protection and supports skin repair"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Acne,Comedonal,Green Tea Extract 3% + Zinc PCA + Salicylic Acid 2%,"Provides antioxidant and anti-inflammatory benefits, Controls sebum production, Unclogs pores and removes excess oil"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Acne,Inflammatory,Benzoyl Peroxide 2.5% + Azelaic Acid 10% + Niacinamide 5%,"Kills acne-causing bacteria, Reduces acne and improves skin texture, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Acne,Fungal,Green Tea Extract 3% + Salicylic Acid 2% + Zinc PCA,"Provides antioxidant and anti-inflammatory benefits, Unclogs pores and removes excess oil, Controls sebum production"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Acne,Cystic,Green Tea Extract 3% + Zinc PCA + Benzoyl Peroxide 2.5%,"Provides antioxidant and anti-inflammatory benefits, Controls sebum production, Kills acne-causing bacteria"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Pigmented,Licorice Extract 2% + Niacinamide 5% + Caffeine 3%,"Lightens dark spots and evens skin tone, Reduces inflammation and regulates sebum, Reduces puffiness and improves circulation"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Dark Circles,Vascular,Hyaluronic Acid 1% + Vitamin C 10% + Licorice Extract 2%,"Hydrates and plumps the skin, Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Dark Spots,General,Niacinamide 5% + Vitamin C 10% + Alpha Arbutin 2%,"Reduces inflammation and regulates sebum, Brightens skin and reduces pigmentation, Reduces hyperpigmentation and dark spots"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Dullness,General,Vitamin C 10% + Green Tea Extract 3% + Niacinamide 5%,"Brightens skin and reduces pigmentation, Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Hyperpigmentation,General,Niacinamide 5% + Licorice Extract 2% + Alpha Arbutin 2%,"Reduces inflammation and regulates sebum, Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Open Pores,General,Salicylic Acid 2% + Clay + Azelaic Acid 10%,"Unclogs pores and removes excess oil, Absorbs excess oil and tightens pores, Reduces acne and improves skin texture"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Redness,General,Niacinamide 5% + Centella Asiatica + Chamomile Extract,"Reduces inflammation and regulates sebum, Soothes irritation and repairs skin barrier, Calms redness and irritation"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Sun Tan,General,Vitamin C 10% + Licorice Extract 2% + Alpha Arbutin 2%,"Brightens skin and reduces pigmentation, Lightens dark spots and evens skin tone, Reduces hyperpigmentation and dark spots"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Whiteheads / Blackheads,General,Glycolic Acid + Salicylic Acid 2% + Niacinamide 5%,"Exfoliates dead skin cells and smooths skin, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Oily Cheeks Dry,No,Wrinkles,General,Niacinamide 5% + Hyaluronic Acid 1%,"Reduces inflammation and regulates sebum, Hydrates and plumps the skin, Stimulates collagen production and reduces wrinkles"
14-18,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Comedonal,Azelaic Acid 10% + Salicylic Acid 2% + Niacinamide 5%,"Reduces acne and improves skin texture, Unclogs pores and removes excess oil, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Inflammatory,Green Tea Extract 3% + Niacinamide 5% + Benzoyl Peroxide 2.5%,"Provides antioxidant and anti-inflammatory benefits, Reduces inflammation and regulates sebum, Kills acne-causing bacteria"
14-18,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Fungal,Azelaic Acid 10% + Benzoyl Peroxide 2.5% + Niacinamide 5%,"Reduces acne and improves skin texture, Kills acne-causing bacteria, Reduces inflammation and regulates sebum"
14-18,Combination,T-Zone Dry Cheeks Oily,Yes,Acne,Cystic,Salicylic Acid 2% + Green Tea Extract 3% + Zinc PCA,"Unclogs pores and removes excess oil, Provides antioxidant and anti-inflammatory benefits, Controls sebum production"
14-18,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Pigmented,Hyaluronic Acid 1% + Caffeine 3% + Caffeine 3%,"Hydrates and plumps the skin, Improves blood circulation under eyes, Reduces puffiness and improves circulation"
14-18,Combination,T-Zone Dry Cheeks Oily,Yes,Dark Circles,Vascular,Licorice Extract 2% + Vitamin C 10% + Caffeine 3%,"Lightens dark spots and evens skin tone, Brightens skin and reduces pigmentation, Improves blood circulation under eyes"
